name,genre_id,logo,url 
TF1 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3247.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/490.ts
FRANCE O,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3249.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/525.ts
FRANCE 2,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3248.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/514.ts
FRANCE 2 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3251.jpg,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/493.ts
FRANCE 3,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3252.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/522.ts
FRANCE 4,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3255.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/523.ts
FRANCE 5,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3253.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/524.ts
M6,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3254.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/513.ts
M6 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3257.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/491.ts
TF1 Series et Film,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3256.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/521.ts
ARTE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3259.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/563.ts
PARIS PREMIERE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3258.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/589.ts
TMC,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3260.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/516.ts
6TER,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3261.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/530.ts
***********Cinema***********,CANAL,,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/647.ts
CANAL+,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3263.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/579.ts
CANAL+  4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3265.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/494.ts
CANAL+ CINEMA,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3264.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/578.ts
CANAL+ CINEMA 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3268.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/495.ts
CANAL+ FAMILY,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3266.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/597.ts
CANAL+ FAMILY 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3267.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/497.ts
CINE PREMIER,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3269.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/571.ts
CINE PREMIER 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3271.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/500.ts
CINE FRISSON,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3270.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/572.ts
CINE FRESSON 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3274.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/501.ts
CINE EMOTION,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3272.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/573.ts
CINE EMOTION 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3273.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/502.ts
OCS GEANTS,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3275.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/567.ts
OCS MAX,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3278.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/546.ts
OCS MAX 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3276.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/499.ts
OCS CITY,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3277.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/547.ts
OCS CITY 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3279.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/503.ts
OCS CHOC,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3286.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/548.ts
OCS CHOC 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3280.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/504.ts
CINE CLASSIC,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3281.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/574.ts
TV BREIZH,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3282.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/765.ts
TCM CINEMA,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3283.jpg,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/658.ts
PARAMOUNT CHANNEL,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3284.jpg,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/663.ts
CINE CLUB,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3285.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/596.ts
CINE FAMIZ,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3289.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/598.ts
ACTION,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3287.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/565.ts
***********Divertissement***********,CANAL,,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/649.ts
CANAL+ SERIES,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3292.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/576.ts
CANAL+  SERIES 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3290.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/496.ts
CANAL+ DECALE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3291.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/577.ts
W9,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3293.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/515.ts
W9 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3295.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/492.ts
MY ZEN TV,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3294.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/666.ts
C8,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3296.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/528.ts
TEVA,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3302.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/517.ts
RTL9,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3297.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/518.ts
NUMERO 23,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3298.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/519.ts
SERIE CLUB,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3299.jpg,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/660.ts
AB1,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3300.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/566.ts
CSTAR,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3301.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/526.ts
COMEDIE+,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3303.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/529.ts
TFX,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3304.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/520.ts
Polar,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3419.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/766.ts
***********Sports***********,CANAL,,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/653.ts
CANAL+ SPORT,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3308.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/575.ts
CaNAL+  SPORT 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3307.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/508.ts
GOLF,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3309.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/569.ts
FOOT 24\/24,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3310.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/774.ts
BEIN SPORTS 1 FR,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3420.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/580.ts
BEIN SPORTS1 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3311.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/505.ts
BEIN SPORTS 2 FR,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3423.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/581.ts
BEIN SPORTS2 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3312.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/506.ts
BEIN SPORTS 3FR,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3422.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/582.ts
BEIN SPORTS3 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3313.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/507.ts
SFR SPORT 1,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3314.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/535.ts
SFR SPORT 2,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3315.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/536.ts
SFR SPORT 3,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3316.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/537.ts
SFR SPORT 5,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3317.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/538.ts
EUROSPORT 1,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3318.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/775.ts
EUROSPORT 2,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3321.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/776.ts
L'EQUIPE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3319.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/534.ts
EQUIDIA LIVE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3320.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/557.ts
INFOSPORT,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3322.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/568.ts
***********Culture***********,CANAL,,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/648.ts
USHUAIA TV,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3324.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/539.ts
USHUAIA 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3325.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/509.ts
SCIENCE ET VIE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3327.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/542.ts
RMC DECOUVERTE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3326.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/543.ts
SEASONS,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3328.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/661.ts
PLANETE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3329.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/544.ts
NATIONAL GEO,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3330.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/551.ts
NAT GEO WILD,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3331.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/552.ts
NAT GEO 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3332.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/511.ts
TREK,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3334.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/540.ts
TOUTE L'HISTOIRE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3333.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/541.ts
PLANET CI 4K,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3336.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/510.ts
HISTOIRE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3335.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/554.ts
CHASSE ET PECHE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3337.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/558.ts
VOYAGE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3338.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/583.ts
PLANETE  CI,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3343.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/587.ts
PLANETE  A&E,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3339.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/588.ts
ANIMAUX,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3340.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/564.ts
CHERIE 25,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3341.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/527.ts
***********Musique***********,CANAL,,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/652.ts
M6 MUSIC,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3344.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/592.ts
NRJ HITS,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3345.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/549.ts
NRJ 12,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3347.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/550.ts
MELODY,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3346.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/668.ts
***********Enfants***********,CANAL,,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/650.ts
TELETOON,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3348.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/585.ts
TELETOON 1,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3349.jpg,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/657.ts
NICKELODEON FR,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3421.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/591.ts
NICKELODEON 1,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3352.png,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/665.ts
NICKELODEON JR FR,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3424.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/590.ts
NICKELODEON 4TEEN,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3351.png,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/664.ts
DISNEY XD,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3353.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/593.ts
DISNEY JUNIOR,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3354.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/594.ts
DISNEY CHANNEL,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3355.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/595.ts
TOONAMI,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3356.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/792.ts
BABY TV,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3357.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/750.ts
PIWI,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3358.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/545.ts
MANGAS,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3361.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/553.ts
Nick Toons,,http://portal.suptv.me/stalker_portal/misc/logos/320/1840.png,http://iprotv.ddnss.me/u/get?u=sf&s=/live/5GmPp6Oqyk/Hh681uO49f/225.ts
GULLI,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3359.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/555.ts
GAME ONE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3360.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/556.ts
CANAL J,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3362.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/560.ts
BOOMERANG FR,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3425.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/561.ts
CARTOON NETWORK,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3363.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/559.ts
TIJI,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3364.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/584.ts
***********Information***********,CANAL,,http://iprotv.ddnss.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/651.ts
LCI,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3367.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/531.ts
TV5 MONDE,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3366.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/794.ts
Euronews FR,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/953.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/793.ts
La Une HD,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/956.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/768.ts
Plug-RTL,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/930.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/771.ts
La Deux,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/946.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/769.ts
La Trois,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/2371.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/770.ts
FRANCEINFO:,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3368.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/532.ts
CNEWS,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3369.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/533.ts
BFM TV,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3370.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/562.ts
LCP,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3371.png,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/669.ts
Orange Cinema 1,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3372.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/599.ts
Orange Cinema 2,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3379.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/600.ts
Orange Cinema 3,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3381.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/601.ts
Orange Cinema 4,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3378.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/602.ts
Orange Cinema 5,CANAL,http://portal.suptv.me/stalker_portal/misc/logos/320/3377.jpg,http://portal.suptv.me/u/get?u=sa&s=/live/iprostreams/7B85JCVJcM1o8R9qyH/603.ts
